Bait	Prey	PreyGene	IP	Intensity	IntensitySum	NumRep	Prob	iProb	ctrlIntensity	AvgP	MaxP	FDR
MEPCE	P07477	P07477	46_Swath_MEPCEJune7-Biorep3	1.417	1.417	1	0.00	0.00	0.92	0.0000	0.0000	0.9404
MEPCE	gi|315468527|gn|SERF2:10169|	gi|315468527|gn|SERF2:10169|	46_Swath_MEPCEJune7-Biorep3	0.432	0.432	1	0.00	0.00	0.34	0.0000	0.0000	0.9404
MEPCE	gi|41872631|gn|FASN:2194|	gi|41872631|gn|FASN:2194|	46_Swath_MEPCEJune7-Biorep3	3.394	3.394	1	0.00	0.00	4.21	0.0000	0.0000	0.9404
MEPCE	gi|4506181|gn|PSMA2:5683|	gi|4506181|gn|PSMA2:5683|	46_Swath_MEPCEJune7-Biorep3	0.770	0.770	1	0.00	0.00	0.68	0.0000	0.0000	0.9404
MEPCE	gi|17978469|gn|CCNT2:905|	gi|17978469|gn|CCNT2:905|	46_Swath_MEPCEJune7-Biorep3	0.874	0.874	1	0.82	0.82	0.08	0.8180	0.8180	0.0673
MEPCE	gi|207452735|gn|EPPK1:83481|	gi|207452735|gn|EPPK1:83481|	46_Swath_MEPCEJune7-Biorep3	0.987	0.987	1	0.00	0.00	0.67	0.0040	0.0040	0.5549
MEPCE	gi|50053795|gn|EIF4B:1975|	gi|50053795|gn|EIF4B:1975|	46_Swath_MEPCEJune7-Biorep3	3.775	3.775	1	0.00	0.00	5.93	0.0000	0.0000	0.9404
MEPCE	gi|5032179|gn|TRIM28:10155|	gi|5032179|gn|TRIM28:10155|	46_Swath_MEPCEJune7-Biorep3	2.366	2.366	1	0.00	0.00	2.55	0.0000	0.0000	0.9404
MEPCE	gi|4502847|gn|CIRBP:1153|	gi|4502847|gn|CIRBP:1153|	46_Swath_MEPCEJune7-Biorep3	1.993	1.993	1	0.00	0.00	2.14	0.0000	0.0000	0.9404
MEPCE	gi|7661672|gn|POLDIP2:26073|	gi|7661672|gn|POLDIP2:26073|	46_Swath_MEPCEJune7-Biorep3	0.501	0.501	1	0.86	0.86	.	0.8580	0.8580	0.0550
MEPCE	gi|4885377|gn|HIST1H1D:3007|	gi|4885377|gn|HIST1H1D:3007|	46_Swath_MEPCEJune7-Biorep3	4.235	4.235	1	0.00	0.00	3.35	0.0000	0.0000	0.9404
MEPCE	gi|100913206|gn|DHX9:1660|	gi|100913206|gn|DHX9:1660|	46_Swath_MEPCEJune7-Biorep3	2.440	2.440	1	0.01	0.01	1.61	0.0080	0.0080	0.4906
MEPCE	gi|238776833|gn|ALYREF:10189|	gi|238776833|gn|ALYREF:10189|	46_Swath_MEPCEJune7-Biorep3	2.446	2.446	1	0.00	0.00	1.91	0.0000	0.0000	0.9404
MEPCE	gi|178056552|gn|NCAPD2:9918|	gi|178056552|gn|NCAPD2:9918|	46_Swath_MEPCEJune7-Biorep3	0.143	0.143	1	0.00	0.00	0.21	0.0000	0.0000	0.9404
MEPCE	gi|7657441|gn|PDAP1:11333|	gi|7657441|gn|PDAP1:11333|	46_Swath_MEPCEJune7-Biorep3	1.778	1.778	1	0.00	0.00	1.86	0.0000	0.0000	0.9404
MEPCE	gi|11415030|gn|HIST1H4J:8363|	gi|11415030|gn|HIST1H4J:8363|	46_Swath_MEPCEJune7-Biorep3	0.673	0.673	1	0.00	0.00	0.49	0.0020	0.0020	0.6137
MEPCE	sp|BGAL_ECOLI|gn|lacZ:945006|	sp|BGAL_ECOLI|gn|lacZ:945006|	46_Swath_MEPCEJune7-Biorep3	0.685	0.685	1	0.00	0.00	0.50	0.0000	0.0000	0.9404
MEPCE	gi|13236559|gn|C1orf35:79169|	gi|13236559|gn|C1orf35:79169|	46_Swath_MEPCEJune7-Biorep3	0.909	0.909	1	0.00	0.00	0.64	0.0000	0.0000	0.9404
MEPCE	gi|15431303|gn|RPL9:6133|	gi|15431303|gn|RPL9:6133|	46_Swath_MEPCEJune7-Biorep3	1.576	1.576	1	0.40	0.40	0.45	0.3980	0.3980	0.2307
